tweet_id,date,text,expanded_urls,rating_numerator,rating_denominator,name,dogs_stage,jpg_url,dog_type,confidence,retweet_count,favorite_count
890006608113172480,2017-07-26,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,"https://twitter.com/dog_rates/status/890006608113172480/photo/1,https://twitter.com/dog_rates/status/890006608113172480/photo/1",13,10,Koda,None,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,Samoyed,0.957979,7071.0,29779.0
889880896479866881,2017-07-25,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,https://twitter.com/dog_rates/status/889880896479866881/photo/1,13,10,Bruno,None,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,French_bulldog,0.377417,4804.0,27011.0
889665388333682689,2017-07-25,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,https://twitter.com/dog_rates/status/889665388333682689/photo/1,13,10,None,puppo,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,Pembroke,0.966327,9679.0,46685.0
889638837579907072,2017-07-25,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,"https://twitter.com/dog_rates/status/889638837579907072/photo/1,https://twitter.com/dog_rates/status/889638837579907072/photo/1",12,10,Ted,None,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,French_bulldog,0.99165,4374.0,26313.0
889531135344209921,2017-07-24,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,https://twitter.com/dog_rates/status/889531135344209921/photo/1,13,10,Stuart,puppo,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,golden_retriever,0.953442,2172.0,14675.0
889278841981685760,2017-07-24,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,https://twitter.com/dog_rates/status/889278841981685760/video/1,13,10,Oliver,None,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,whippet,0.626152,5192.0,24516.0
888917238123831296,2017-07-23,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,https://twitter.com/dog_rates/status/888917238123831296/photo/1,12,10,Jim,None,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,golden_retriever,0.714719,4345.0,28275.0
888804989199671297,2017-07-22,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",13,10,Zeke,None,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,golden_retriever,0.46976,4132.0,24808.0
888554962724278272,2017-07-22,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",13,10,Ralphus,None,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,Siberian_husky,0.700377,3408.0,19249.0
888078434458587136,2017-07-20,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",12,10,Gerald,None,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,French_bulldog,0.995026,3361.0,21127.0
887705289381826560,2017-07-19,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13,10,Jeffrey,None,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,basset,0.821664,5186.0,29326.0
887517139158093824,2017-07-19,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,https://twitter.com/dog_rates/status/887517139158093824/video/1,14,10,such,None,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,None,None,11284.0,44957.0
887473957103951883,2017-07-19,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",13,10,Canela,None,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,Pembroke,0.809197,17510.0,66914.0
887343217045368832,2017-07-18,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,https://twitter.com/dog_rates/status/887343217045368832/video/1,13,10,None,None,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,Mexican_hairless,0.330741,10058.0,32701.0
887101392804085760,2017-07-18,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,https://twitter.com/dog_rates/status/887101392804085760/photo/1,12,10,None,None,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,Samoyed,0.733942,5750.0,29680.0
886983233522544640,2017-07-17,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",13,10,Maya,None,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,Chihuahua,0.793469,7483.0,34096.0
886736880519319552,2017-07-16,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b","https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",13,10,Mingus,None,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,kuvasz,0.309706,3147.0,11681.0
886680336477933568,2017-07-16,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,https://twitter.com/dog_rates/status/886680336477933568/photo/1,13,10,Derek,None,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,None,None,4306.0,21789.0
886366144734445568,2017-07-15,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",12,10,Roscoe,pupper,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,French_bulldog,0.999201,3086.0,20559.0
886258384151887873,2017-07-15,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13,10,Waffles,None,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,pug,0.943575,6081.0,27183.0
885984800019947520,2017-07-14,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12,10,Jimbo,None,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,Blenheim_spaniel,0.972494,6540.0,31653.0
885528943205470208,2017-07-13,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13,10,Maisey,None,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,pug,0.369275,6201.0,34928.0
885167619883638784,2017-07-12,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",13,10,None,None,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,malamute,0.812482,4229.0,21274.0
884925521741709313,2017-07-12,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",https://twitter.com/dog_rates/status/884925521741709313/photo/1,12,10,Earl,None,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,Italian_greyhound,0.259916,17596.0,75081.0
884876753390489601,2017-07-11,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",13,10,Lola,None,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,chow,0.822103,5423.0,27082.0
884562892145688576,2017-07-11,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13,10,Kevin,None,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,pug,0.546406,4521.0,23574.0
884441805382717440,2017-07-10,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",https://twitter.com/dog_rates/status/884441805382717440/photo/1,14,10,None,None,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,Pembroke,0.993225,5475.0,26209.0
884162670584377345,2017-07-09,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,https://twitter.com/dog_rates/status/884162670584377345/photo/1,12,10,Yogi,doggo,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,German_shepherd,0.707046,2878.0,19771.0
883838122936631299,2017-07-09,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,https://twitter.com/dog_rates/status/883838122936631299/photo/1,12,10,Noah,None,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,Doberman,0.610946,3329.0,21248.0
883482846933004288,2017-07-08,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948","https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",5,10,Bella,None,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,golden_retriever,0.943082,9575.0,44579.0
883360690899218434,2017-07-07,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,https://twitter.com/dog_rates/status/883360690899218434/photo/1,13,10,Grizzwald,floofer,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,chow,0.987997,3581.0,22031.0
883117836046086144,2017-07-07,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E","https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1",13,10,None,None,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,golden_retriever,0.949562,6435.0,36068.0
882992080364220416,2017-07-06,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",13,10,Rusty,None,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,Eskimo_dog,0.466778,3787.0,23229.0
882762694511734784,2017-07-06,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12,10,Gus,pupper,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,Labrador_retriever,0.85005,4727.0,27475.0
882627270321602560,2017-07-05,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,https://twitter.com/dog_rates/status/882627270321602560/photo/1,13,10,Stanley,None,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,Pembroke,0.542982,5881.0,27135.0
882268110199369728,2017-07-04,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",13,10,Alfy,None,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,golden_retriever,0.762211,11202.0,43621.0
882045870035918850,2017-07-04,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w","https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1",13,10,Koko,None,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,golden_retriever,0.00694063,4784.0,28503.0
881906580714921986,2017-07-03,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,https://twitter.com/dog_rates/status/881906580714921986/photo/1,12,10,Rey,None,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,Weimaraner,0.291539,3284.0,23606.0
881666595344535552,2017-07-03,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,https://twitter.com/dog_rates/status/881666595344535552/photo/1,13,10,Gary,None,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,Saluki,0.529012,10323.0,49140.0
881536004380872706,2017-07-02,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",https://twitter.com/dog_rates/status/881536004380872706/video/1,14,10,a,pupper,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,Samoyed,0.281463,15423.0,47995.0
881268444196462592,2017-07-01,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,https://twitter.com/dog_rates/status/881268444196462592/photo/1,12,10,Elliot,None,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,None,None,5017.0,22467.0
880935762899988482,2017-06-30,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,https://twitter.com/dog_rates/status/880935762899988482/photo/1,13,10,Louis,None,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,None,None,2692.0,16568.0
880872448815771648,2017-06-30,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,https://twitter.com/dog_rates/status/880872448815771648/photo/1,12,10,None,None,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,Pembroke,0.791416,3696.0,20663.0
880465832366813184,2017-06-29,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",12,10,Bella,None,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,golden_retriever,0.913255,6064.0,27713.0
880221127280381952,2017-06-29,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,"https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1",12,10,Jesse,None,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,Chihuahua,0.238525,4077.0,26255.0
880095782870896641,2017-06-28,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,https://twitter.com/dog_rates/status/880095782870896641/photo/1,11,10,None,None,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,miniature_pinscher,0.120298,4194.0,26830.0
879862464715927552,2017-06-28,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",13,10,Romeo,None,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,basset,0.813507,3381.0,21698.0
879492040517615616,2017-06-27,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,https://twitter.com/dog_rates/status/879492040517615616/photo/1,12,10,Bailey,None,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,German_short-haired_pointer,0.479896,3075.0,22774.0
879415818425184262,2017-06-26,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,https://twitter.com/dog_rates/status/879415818425184262/video/1,13,10,Duddles,None,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,English_springer,0.383404,42856.0,102818.0
879376492567855104,2017-06-26,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,https://twitter.com/dog_rates/status/879376492567855104/photo/1,12,10,Jack,None,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,Labrador_retriever,0.0334961,3014.0,16335.0
879050749262655488,2017-06-25,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,https://twitter.com/dog_rates/status/879050749262655488/photo/1,11,10,Steven,None,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,None,None,4548.0,21891.0
879008229531029506,2017-06-25,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,https://twitter.com/dog_rates/status/879008229531029506/photo/1,13,10,Beau,None,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,vizsla,0.960513,2609.0,18440.0
878776093423087618,2017-06-25,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,"https://twitter.com/dog_rates/status/878776093423087618/photo/1,https://twitter.com/dog_rates/status/878776093423087618/photo/1",13,10,Snoopy,puppo,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,Italian_greyhound,0.734684,3991.0,18866.0
878281511006478336,2017-06-23,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6","https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1",13,10,Shadow,None,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,basset,0.32042,1247.0,7527.0
878057613040115712,2017-06-23,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,"https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1",14,10,Emmy,None,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,French_bulldog,0.839097,6589.0,40891.0
877736472329191424,2017-06-22,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,"https://twitter.com/dog_rates/status/877736472329191424/photo/1,https://twitter.com/dog_rates/status/877736472329191424/photo/1",13,10,Aja,None,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,Chesapeake_Bay_retriever,0.837956,18477.0,77450.0
877611172832227328,2017-06-21,RT @rachel2195: @dog_rates the boyfriend and his soaking wet pupper h*cking love his new hat 14/10 https://t.co/dJx4Gzc50G,"https://twitter.com/rachel2195/status/876850772322988033/photo/1,https://twitter.com/rachel2195/status/876850772322988033/photo/1,https://twitter.com/rachel2195/status/876850772322988033/photo/1,https://twitter.com/rachel2195/status/876850772322988033/photo/1",14,10,None,pupper,https://pbs.twimg.com/media/DCszHgmW0AAmIpT.jpg,Irish_setter,0.364729,78.0,0.0
877556246731214848,2017-06-21,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,https://twitter.com/dog_rates/status/877556246731214848/photo/1,12,10,Penny,None,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,basset,0.995368,3685.0,22100.0
877316821321428993,2017-06-21,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc","https://twitter.com/dog_rates/status/877316821321428993/photo/1,https://twitter.com/dog_rates/status/877316821321428993/photo/1",13,10,Dante,None,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,Saluki,0.509967,5036.0,26643.0
877201837425926144,2017-06-20,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,"https://twitter.com/dog_rates/status/877201837425926144/photo/1,https://twitter.com/dog_rates/status/877201837425926144/photo/1",12,10,Nelly,None,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,Pembroke,0.93112,5416.0,26388.0
876838120628539392,2017-06-19,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,"https://twitter.com/dog_rates/status/876838120628539392/photo/1,https://twitter.com/dog_rates/status/876838120628539392/photo/1",12,10,Ginger,pupper,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,bloodhound,0.575751,3235.0,20116.0
876484053909872640,2017-06-18,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,https://twitter.com/dog_rates/status/876484053909872640/photo/1,13,10,Benedict,None,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,golden_retriever,0.874566,2317.0,18251.0
876120275196170240,2017-06-17,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",https://twitter.com/dog_rates/status/876120275196170240/photo/1,13,10,Venti,None,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,Bernese_mountain_dog,0.534327,4533.0,27194.0
